timestamp,open,high,low,close,volume
2026-01-02 03:10:00,2651.09,2651.27,2650.8,2651.04,1041
2026-01-02 03:15:00,2651.04,2651.25,2650.25,2650.81,401
2026-01-02 03:20:00,2650.81,2651.68,2650.72,2651.04,592
2026-01-02 03:25:00,2651.04,2651.64,2650.85,2651.11,711
2026-01-02 03:30:00,2651.11,2651.6,2650.88,2651.16,400
2026-01-02 03:35:00,2651.16,2652.77,2650.55,2651.71,1743
2026-01-02 03:40:00,2651.71,2652.16,2651.6,2651.77,1021
2026-01-02 03:45:00,2651.77,2651.95,2651.63,2651.85,1805
2026-01-02 03:50:00,2651.85,2652.56,2651.49,2651.88,1804
2026-01-02 03:55:00,2651.88,2651.98,2651.37,2651.66,319
2026-01-02 04:00:00,2651.66,2651.96,2651.36,2651.5,1396
2026-01-02 04:05:00,2651.5,2651.67,2651.04,2651.17,1240
2026-01-02 04:10:00,2651.17,2651.63,2650.97,2651.26,681
2026-01-02 04:15:00,2651.26,2651.68,2650.13,2650.97,281
2026-01-02 04:20:00,2650.97,2651.24,2650.36,2650.86,734
2026-01-02 04:25:00,2650.86,2651.37,2650.53,2650.93,1575
2026-01-02 04:30:00,2650.93,2651.4,2649.89,2650.83,219
2026-01-02 04:35:00,2650.83,2651.35,2650.14,2650.31,636
2026-01-02 04:40:00,2650.31,2650.4,2650.13,2650.24,700
2026-01-02 04:45:00,2650.24,2650.52,2649.71,2650.19,1452
2026-01-02 04:50:00,2650.19,2650.75,2650.02,2650.47,1335
2026-01-02 04:55:00,2650.47,2651.14,2650.13,2650.41,436
2026-01-02 05:00:00,2650.41,2650.87,2650.21,2650.61,631
2026-01-02 05:05:00,2650.61,2650.89,2650.3,2650.59,1200
2026-01-02 05:10:00,2650.59,2650.79,2649.92,2650.59,1898
2026-01-02 05:15:00,2650.59,2650.9,2650.46,2650.59,736
2026-01-02 05:20:00,2650.59,2651.44,2650.28,2650.68,429
2026-01-02 05:25:00,2650.68,2651.92,2650.37,2650.96,1909
2026-01-02 05:30:00,2650.96,2651.21,2650.7,2650.84,946
2026-01-02 05:35:00,2650.84,2652.06,2650.32,2651.06,630
2026-01-02 05:40:00,2651.06,2651.34,2650.15,2650.97,1991
2026-01-02 05:45:00,2650.97,2651.08,2649.94,2650.8,1970
2026-01-02 05:50:00,2650.8,2651.3,2650.46,2650.95,567
2026-01-02 05:55:00,2650.95,2651.43,2650.1,2650.94,1969
2026-01-02 06:00:00,2650.94,2651.05,2650.27,2650.93,983
2026-01-02 06:05:00,2650.93,2651.54,2650.33,2651.14,1142
2026-01-02 06:10:00,2651.14,2651.8,2650.57,2650.98,1551
2026-01-02 06:15:00,2650.98,2651.88,2650.51,2651.03,771
2026-01-02 06:20:00,2651.03,2651.41,2650.01,2650.93,878
2026-01-02 06:25:00,2650.93,2651.44,2650.85,2651.0,743
2026-01-02 06:30:00,2651.0,2651.46,2650.77,2651.2,1093
2026-01-02 06:35:00,2651.2,2651.4,2650.5,2651.06,721
2026-01-02 06:40:00,2651.06,2651.55,2650.83,2651.22,1606
2026-01-02 06:45:00,2651.22,2651.77,2650.54,2651.18,343
2026-01-02 06:50:00,2651.18,2652.09,2650.87,2651.51,455
2026-01-02 06:55:00,2651.51,2651.69,2651.04,2651.49,1024
2026-01-02 07:00:00,2651.49,2651.65,2650.56,2651.43,976
2026-01-02 07:05:00,2651.43,2652.02,2650.66,2651.29,1322
2026-01-02 07:10:00,2651.29,2651.63,2650.93,2651.36,1442
2026-01-02 07:15:00,2651.36,2651.62,2650.97,2651.27,1169
2026-01-02 07:20:00,2651.27,2653.06,2650.51,2651.38,781
2026-01-02 07:25:00,2651.38,2651.48,2650.82,2651.17,1738
2026-01-02 07:30:00,2651.17,2652.01,2651.05,2651.19,294
2026-01-02 07:35:00,2651.19,2652.24,2651.1,2651.2,1048
2026-01-02 07:40:00,2651.2,2652.09,2650.98,2651.35,1018
2026-01-02 07:45:00,2651.35,2651.47,2650.79,2651.36,1777
2026-01-02 07:50:00,2651.36,2651.9,2650.86,2651.56,1625
2026-01-02 07:55:00,2651.56,2651.64,2651.23,2651.52,1134
2026-01-02 08:00:00,2651.52,2652.2,2651.23,2651.64,849
2026-01-02 08:05:00,2651.64,2652.49,2651.33,2651.95,1233
2026-01-02 08:10:00,2651.95,2652.22,2651.4,2651.66,1964
2026-01-02 08:15:00,2651.66,2651.75,2651.26,2651.55,1768
2026-01-02 08:20:00,2651.55,2651.94,2651.26,2651.58,1661
2026-01-02 08:25:00,2651.58,2651.76,2651.02,2651.56,483
2026-01-02 08:30:00,2651.56,2651.88,2651.42,2651.65,1049
2026-01-02 08:35:00,2651.65,2651.86,2651.25,2651.5,1060
2026-01-02 08:40:00,2651.5,2652.06,2651.19,2651.31,1767
2026-01-02 08:45:00,2651.31,2651.65,2650.88,2651.16,998
2026-01-02 08:50:00,2651.16,2652.23,2650.45,2651.39,1318
2026-01-02 08:55:00,2651.39,2652.48,2651.09,2651.49,1194
2026-01-02 09:00:00,2651.49,2651.96,2651.37,2651.63,538
2026-01-02 09:05:00,2651.63,2653.6,2651.12,2651.82,1006
2026-01-02 09:10:00,2651.82,2651.91,2651.18,2651.64,1975
2026-01-02 09:15:00,2651.64,2651.74,2651.44,2651.6,869
2026-01-02 09:20:00,2651.6,2651.87,2649.81,2651.44,1063
2026-01-02 09:25:00,2651.44,2651.55,2651.25,2651.44,916
2026-01-02 09:30:00,2651.44,2652.03,2651.38,2651.45,263
2026-01-02 09:35:00,2651.45,2651.66,2651.37,2651.55,458
2026-01-02 09:40:00,2651.55,2651.73,2651.26,2651.48,724
2026-01-02 09:45:00,2651.48,2652.0,2651.17,2651.49,434
2026-01-02 09:50:00,2651.49,2651.82,2651.25,2651.51,838
2026-01-02 09:55:00,2651.51,2651.75,2650.18,2651.22,606
2026-01-02 10:00:00,2651.22,2652.01,2651.13,2651.43,1782
2026-01-02 10:05:00,2651.43,2652.02,2650.18,2651.36,1359
2026-01-02 10:10:00,2651.36,2651.89,2651.14,2651.39,1236
2026-01-02 10:15:00,2651.39,2651.5,2651.13,2651.38,1087
2026-01-02 10:20:00,2651.38,2652.09,2651.16,2651.59,1091
2026-01-02 10:25:00,2651.59,2652.48,2651.21,2651.68,1302
2026-01-02 10:30:00,2651.68,2652.71,2651.31,2651.71,860
2026-01-02 10:35:00,2651.71,2652.1,2651.04,2651.88,699
2026-01-02 10:40:00,2651.88,2652.82,2651.62,2651.89,1212
2026-01-02 10:45:00,2651.89,2652.18,2651.6,2651.95,897
2026-01-02 10:50:00,2651.95,2652.55,2651.12,2651.92,1258
2026-01-02 10:55:00,2651.92,2652.31,2651.79,2651.99,1752
2026-01-02 11:00:00,2651.99,2652.9,2651.69,2652.01,235
2026-01-02 11:05:00,2652.01,2652.55,2651.88,2652.1,1391
2026-01-02 11:10:00,2652.1,2652.31,2650.94,2651.98,1327
2026-01-02 11:15:00,2651.98,2652.2,2651.45,2651.87,447
2026-01-02 11:20:00,2651.87,2652.25,2650.91,2651.85,1613
2026-01-02 11:25:00,2651.85,2652.35,2651.54,2651.9,1756
2026-01-02 11:30:00,2651.9,2651.97,2651.62,2651.78,665
2026-01-02 11:35:00,2651.78,2652.09,2651.51,2651.7,293
2026-01-02 11:40:00,2651.7,2652.24,2651.63,2651.89,1978
2026-01-02 11:45:00,2651.89,2652.01,2651.76,2651.9,1180
2026-01-02 11:50:00,2651.9,2651.96,2651.36,2651.82,1178
2026-01-02 11:55:00,2651.82,2652.16,2651.66,2651.87,1605
2026-01-02 12:00:00,2651.87,2652.26,2651.77,2651.96,708
2026-01-02 12:05:00,2651.96,2652.93,2651.47,2652.15,662
2026-01-02 12:10:00,2652.15,2653.16,2651.96,2652.18,1405
2026-01-02 12:15:00,2652.18,2652.56,2652.06,2652.31,1715
2026-01-02 12:20:00,2652.31,2653.24,2652.13,2652.52,366
2026-01-02 12:25:00,2652.52,2652.73,2652.47,2652.58,1122
2026-01-02 12:30:00,2652.58,2652.65,2652.12,2652.52,779
2026-01-02 12:35:00,2652.52,2652.93,2651.42,2652.48,1813
2026-01-02 12:40:00,2652.48,2653.63,2652.31,2652.54,435
2026-01-02 12:45:00,2652.54,2652.83,2651.81,2652.34,346
2026-01-02 12:50:00,2652.34,2653.12,2651.99,2652.59,791
2026-01-02 12:55:00,2652.59,2652.72,2652.12,2652.44,757
2026-01-02 13:00:00,2652.44,2652.5,2652.16,2652.27,1084
2026-01-02 13:05:00,2652.27,2652.34,2651.87,2652.26,1580
2026-01-02 13:10:00,2652.26,2653.51,2651.66,2652.37,1576
2026-01-02 13:15:00,2652.37,2653.43,2652.22,2652.46,1262
2026-01-02 13:20:00,2652.46,2652.66,2651.2,2652.27,1500
2026-01-02 13:25:00,2652.27,2653.54,2651.78,2652.43,857
2026-01-02 13:30:00,2652.43,2652.74,2651.09,2652.29,790
2026-01-02 13:35:00,2652.29,2652.68,2652.09,2652.22,380
2026-01-02 13:40:00,2652.22,2652.68,2651.73,2652.17,1253
2026-01-02 13:45:00,2652.17,2652.48,2652.07,2652.18,311
2026-01-02 13:50:00,2652.18,2653.02,2651.85,2652.24,1756
2026-01-02 13:55:00,2652.24,2652.51,2652.13,2652.36,1630
2026-01-02 14:00:00,2652.36,2652.48,2652.06,2652.33,1653
2026-01-02 14:05:00,2652.33,2653.12,2652.23,2652.44,1923
2026-01-02 14:10:00,2652.44,2652.77,2652.11,2652.59,1220
2026-01-02 14:15:00,2652.59,2653.14,2652.44,2652.71,1188
2026-01-02 14:20:00,2652.71,2653.08,2652.61,2652.83,1427
2026-01-02 14:25:00,2652.83,2653.0,2652.35,2652.53,1817
2026-01-02 14:30:00,2652.53,2653.33,2652.38,2652.62,205
2026-01-02 14:35:00,2652.62,2652.92,2651.64,2652.6,1202
2026-01-02 14:40:00,2652.6,2653.22,2652.41,2652.71,1762
2026-01-02 14:45:00,2652.71,2652.83,2652.38,2652.56,1628
2026-01-02 14:50:00,2652.56,2653.52,2652.31,2652.58,851
2026-01-02 14:55:00,2652.58,2653.86,2652.25,2652.58,1559
2026-01-02 15:00:00,2652.58,2652.94,2651.89,2652.64,458
2026-01-02 15:05:00,2652.64,2652.78,2652.15,2652.44,1101
2026-01-02 15:10:00,2652.44,2652.83,2652.3,2652.71,1983
2026-01-02 15:15:00,2652.71,2652.9,2652.01,2652.67,893
2026-01-02 15:20:00,2652.67,2652.75,2652.22,2652.57,1581
2026-01-02 15:25:00,2652.57,2653.02,2652.23,2652.67,1755
2026-01-02 15:30:00,2652.67,2652.81,2652.33,2652.49,1601
2026-01-02 15:35:00,2652.49,2654.18,2652.11,2652.95,401
2026-01-02 15:40:00,2652.95,2653.22,2652.78,2652.97,813
2026-01-02 15:45:00,2652.97,2653.38,2652.87,2653.01,967
2026-01-02 15:50:00,2653.01,2653.15,2652.5,2652.91,568
2026-01-02 15:55:00,2652.91,2653.46,2652.71,2652.94,693
2026-01-02 16:00:00,2652.94,2653.02,2652.51,2652.75,1141
2026-01-02 16:05:00,2652.75,2653.1,2652.56,2652.75,1587
2026-01-02 16:10:00,2652.75,2652.94,2652.31,2652.7,812
2026-01-02 16:15:00,2652.7,2652.86,2651.79,2652.6,607
2026-01-02 16:20:00,2652.6,2653.02,2652.51,2652.9,935
2026-01-02 16:25:00,2652.9,2653.15,2651.08,2652.49,1548
2026-01-02 16:30:00,2652.49,2652.65,2652.18,2652.48,300
2026-01-02 16:35:00,2652.48,2653.54,2652.02,2652.69,1788
2026-01-02 16:40:00,2652.69,2653.3,2652.24,2652.76,1471
2026-01-02 16:45:00,2652.76,2654.04,2652.18,2652.76,480
2026-01-02 16:50:00,2652.76,2653.28,2651.99,2652.54,1102
2026-01-02 16:55:00,2652.54,2652.83,2652.33,2652.68,869
2026-01-02 17:00:00,2652.68,2652.87,2652.44,2652.68,949
2026-01-02 17:05:00,2652.68,2652.95,2652.12,2652.36,1888
2026-01-02 17:10:00,2652.36,2653.1,2651.91,2652.73,1847
2026-01-02 17:15:00,2652.73,2653.34,2651.93,2653.02,1961
2026-01-02 17:20:00,2653.02,2653.32,2651.74,2652.92,1341
2026-01-02 17:25:00,2652.92,2652.98,2651.98,2652.75,1131
2026-01-02 17:30:00,2652.75,2652.95,2652.04,2652.59,1507
2026-01-02 17:35:00,2652.59,2652.84,2652.54,2652.66,1349
2026-01-02 17:40:00,2652.66,2653.09,2651.73,2652.57,1150
2026-01-02 17:45:00,2652.57,2653.01,2652.48,2652.68,276
2026-01-02 17:50:00,2652.68,2652.78,2651.57,2652.63,477
2026-01-02 17:55:00,2652.63,2653.01,2651.94,2652.52,1306
2026-01-02 18:00:00,2652.52,2652.63,2651.86,2652.31,402
2026-01-02 18:05:00,2652.31,2653.61,2652.1,2652.42,1613
2026-01-02 18:10:00,2652.42,2652.86,2651.5,2652.31,403
2026-01-02 18:15:00,2652.31,2652.82,2652.17,2652.46,324
2026-01-02 18:20:00,2652.46,2652.54,2651.86,2652.39,1131
2026-01-02 18:25:00,2652.39,2652.9,2652.1,2652.48,303
2026-01-02 18:30:00,2652.48,2652.71,2652.21,2652.51,340
2026-01-02 18:35:00,2652.51,2653.35,2652.02,2652.61,677
2026-01-02 18:40:00,2652.61,2652.93,2652.47,2652.57,1958
2026-01-02 18:45:00,2652.57,2653.36,2652.35,2653.02,425
2026-01-02 18:50:00,2653.02,2653.07,2652.63,2653.01,687
2026-01-02 18:55:00,2653.01,2653.1,2652.86,2652.99,1062
2026-01-02 19:00:00,2652.99,2653.14,2652.33,2652.75,1251
2026-01-02 19:05:00,2652.75,2652.88,2652.1,2652.62,1689
2026-01-02 19:10:00,2652.62,2653.71,2652.16,2652.69,263
2026-01-02 19:15:00,2652.69,2653.17,2652.45,2652.85,1204
2026-01-02 19:20:00,2652.85,2653.37,2652.38,2652.82,503
2026-01-02 19:25:00,2652.82,2653.33,2652.64,2652.94,865
2026-01-02 19:30:00,2652.94,2653.13,2652.23,2652.8,1081
2026-01-02 19:35:00,2652.8,2653.88,2652.45,2652.99,1774
2026-01-02 19:40:00,2652.99,2653.19,2651.98,2652.71,1047
2026-01-02 19:45:00,2652.71,2652.96,2652.44,2652.63,1074
2026-01-02 19:50:00,2652.63,2653.05,2651.96,2652.59,1171
2026-01-02 19:55:00,2652.59,2653.03,2652.5,2652.85,1713
2026-01-02 20:00:00,2652.85,2652.92,2652.22,2652.8,1350
2026-01-02 20:05:00,2652.8,2652.95,2652.3,2652.77,1736
2026-01-02 20:10:00,2652.77,2652.85,2652.08,2652.48,839
2026-01-02 20:15:00,2652.48,2652.64,2651.58,2652.37,659
2026-01-02 20:20:00,2652.37,2653.0,2652.27,2652.45,770
2026-01-02 20:25:00,2652.45,2652.86,2651.28,2652.21,1876
2026-01-02 20:30:00,2652.21,2652.55,2651.32,2652.05,1547
2026-01-02 20:35:00,2652.05,2652.35,2651.74,2652.11,832
2026-01-02 20:40:00,2652.11,2652.44,2652.02,2652.24,1546
2026-01-02 20:45:00,2652.24,2652.44,2652.07,2652.18,1728
2026-01-02 20:50:00,2652.18,2652.31,2651.89,2652.04,838
2026-01-02 20:55:00,2652.04,2652.53,2651.77,2652.0,307
2026-01-02 21:00:00,2652.0,2652.32,2651.9,2652.15,1107
2026-01-02 21:05:00,2652.15,2652.42,2651.69,2652.06,1746
2026-01-02 21:10:00,2652.06,2652.12,2651.66,2651.93,1414
2026-01-02 21:15:00,2651.93,2651.99,2651.49,2651.71,1427
2026-01-02 21:20:00,2651.71,2652.27,2651.51,2651.81,1765
2026-01-02 21:25:00,2651.81,2651.92,2651.42,2651.81,559
2026-01-02 21:30:00,2651.81,2652.25,2651.5,2651.94,1568
2026-01-02 21:35:00,2651.94,2652.49,2651.88,2651.97,238
2026-01-02 21:40:00,2651.97,2652.06,2651.7,2651.92,1028
2026-01-02 21:45:00,2651.92,2652.03,2651.77,2651.89,865
2026-01-02 21:50:00,2651.89,2653.05,2651.18,2652.07,941
2026-01-02 21:55:00,2652.07,2652.67,2651.72,2652.32,1273
2026-01-02 22:00:00,2652.32,2653.41,2652.16,2652.59,1795
2026-01-02 22:05:00,2652.59,2652.9,2652.28,2652.68,1789
2026-01-02 22:10:00,2652.68,2653.24,2651.42,2652.54,683
2026-01-02 22:15:00,2652.54,2652.84,2652.45,2652.64,1754
2026-01-02 22:20:00,2652.64,2652.93,2652.19,2652.59,1745
2026-01-02 22:25:00,2652.59,2652.85,2651.77,2652.41,1516
2026-01-02 22:30:00,2652.41,2652.91,2651.53,2652.28,509
2026-01-02 22:35:00,2652.28,2652.5,2651.61,2652.13,1411
2026-01-02 22:40:00,2652.13,2652.56,2651.96,2652.3,316
2026-01-02 22:45:00,2652.3,2652.57,2651.45,2652.22,384
2026-01-02 22:50:00,2652.22,2652.46,2651.53,2652.09,1821
2026-01-02 22:55:00,2652.09,2652.58,2651.92,2652.09,585
2026-01-02 23:00:00,2652.09,2652.22,2651.86,2652.02,411
2026-01-02 23:05:00,2652.02,2653.82,2651.9,2652.13,1523
2026-01-02 23:10:00,2652.13,2652.61,2651.92,2652.19,1270
2026-01-02 23:15:00,2652.19,2652.55,2651.71,2652.08,1786
2026-01-02 23:20:00,2652.08,2652.57,2651.16,2651.98,334
2026-01-02 23:25:00,2651.98,2652.24,2651.51,2651.89,1944
2026-01-02 23:30:00,2651.89,2652.66,2651.06,2651.71,1393
2026-01-02 23:35:00,2651.71,2652.03,2650.31,2651.54,1556
2026-01-02 23:40:00,2651.54,2652.0,2651.02,2651.39,971
2026-01-02 23:45:00,2651.39,2651.49,2650.68,2651.31,1713
2026-01-02 23:50:00,2651.31,2651.77,2651.18,2651.65,1241
2026-01-02 23:55:00,2651.65,2651.77,2651.29,2651.56,1769
2026-01-05 00:00:00,2651.56,2651.63,2651.34,2651.46,1929
2026-01-05 00:05:00,2651.46,2652.22,2650.99,2651.51,1278
2026-01-05 00:10:00,2651.51,2652.03,2651.44,2651.65,971
2026-01-05 00:15:00,2651.65,2652.24,2651.41,2651.71,539
2026-01-05 00:20:00,2651.71,2651.97,2651.5,2651.71,1109
2026-01-05 00:25:00,2651.71,2652.17,2651.17,2651.52,689
2026-01-05 00:30:00,2651.52,2651.93,2650.03,2651.43,953
2026-01-05 00:35:00,2651.43,2651.73,2650.38,2651.35,1793
2026-01-05 00:40:00,2651.35,2651.82,2650.42,2651.22,1840
2026-01-05 00:45:00,2651.22,2651.3,2650.31,2650.98,960
2026-01-05 00:50:00,2650.98,2651.17,2650.54,2650.92,783
2026-01-05 00:55:00,2650.92,2651.3,2650.76,2651.0,1901
2026-01-05 01:00:00,2651.0,2651.15,2650.15,2650.67,915
2026-01-05 01:05:00,2650.67,2651.14,2650.52,2650.82,990
2026-01-05 01:10:00,2650.82,2651.08,2650.66,2650.97,1918
2026-01-05 01:15:00,2650.97,2651.09,2650.82,2650.95,1899
2026-01-05 01:20:00,2650.95,2651.17,2650.36,2650.68,1460
2026-01-05 01:25:00,2650.68,2650.9,2650.54,2650.75,1323
2026-01-05 01:30:00,2650.75,2651.3,2650.47,2650.95,686
2026-01-05 01:35:00,2650.95,2651.09,2650.49,2650.94,1136
2026-01-05 01:40:00,2650.94,2651.7,2650.68,2651.21,1494
2026-01-05 01:45:00,2651.21,2651.28,2650.89,2651.1,1459
2026-01-05 01:50:00,2651.1,2651.25,2650.2,2650.99,1272
2026-01-05 01:55:00,2650.99,2651.28,2650.88,2651.05,1239
2026-01-05 02:00:00,2651.05,2651.21,2650.51,2650.91,964
2026-01-05 02:05:00,2650.91,2651.28,2650.8,2650.91,1701
2026-01-05 02:10:00,2650.91,2651.11,2650.39,2650.88,473
2026-01-05 02:15:00,2650.88,2651.56,2650.79,2651.07,1795
2026-01-05 02:20:00,2651.07,2651.66,2650.4,2650.91,476
2026-01-05 02:25:00,2650.91,2651.59,2650.75,2651.15,289
2026-01-05 02:30:00,2651.15,2651.9,2650.82,2651.23,1015
2026-01-05 02:35:00,2651.23,2651.59,2651.08,2651.42,591
2026-01-05 02:40:00,2651.42,2651.51,2650.11,2651.36,759
2026-01-05 02:45:00,2651.36,2652.23,2651.03,2651.47,991
2026-01-05 02:50:00,2651.47,2651.74,2651.09,2651.42,1832
2026-01-05 02:55:00,2651.42,2651.61,2651.03,2651.16,1433
2026-01-05 03:00:00,2651.16,2651.42,2651.1,2651.26,871
2026-01-05 03:05:00,2651.26,2651.55,2650.77,2651.2,1612
2026-01-05 03:10:00,2651.2,2651.43,2650.49,2651.05,1459
2026-01-05 03:15:00,2651.05,2651.48,2650.9,2651.18,353
2026-01-05 03:20:00,2651.18,2651.47,2650.32,2651.11,527
2026-01-05 03:25:00,2651.11,2651.49,2650.93,2651.19,271
2026-01-05 03:30:00,2651.19,2651.77,2651.03,2651.27,1361
2026-01-05 03:35:00,2651.27,2651.59,2651.17,2651.36,1109
2026-01-05 03:40:00,2651.36,2652.14,2651.06,2651.38,1530
2026-01-05 03:45:00,2651.38,2651.46,2650.81,2651.32,1260
2026-01-05 03:50:00,2651.32,2651.48,2650.85,2651.18,1113
2026-01-05 03:55:00,2651.18,2652.21,2650.49,2651.23,609
2026-01-05 04:00:00,2651.23,2652.13,2650.6,2651.45,1111
2026-01-05 04:05:00,2651.45,2652.05,2651.29,2651.73,1567
2026-01-05 04:10:00,2651.73,2651.9,2651.21,2651.7,1943
2026-01-05 04:15:00,2651.7,2652.81,2651.54,2651.83,940
2026-01-05 04:20:00,2651.83,2651.9,2651.63,2651.76,1818
2026-01-05 04:25:00,2651.76,2651.88,2651.41,2651.62,1329
2026-01-05 04:30:00,2651.62,2652.03,2651.29,2651.84,1668
2026-01-05 04:35:00,2651.84,2652.34,2650.76,2651.81,351
2026-01-05 04:40:00,2651.81,2652.06,2651.6,2651.91,1259
2026-01-05 04:45:00,2651.91,2652.57,2650.64,2651.74,572
2026-01-05 04:50:00,2651.74,2652.16,2651.42,2651.75,1902
2026-01-05 04:55:00,2651.75,2652.01,2651.62,2651.82,1652
2026-01-05 05:00:00,2651.82,2653.08,2651.47,2651.88,361
2026-01-05 05:05:00,2651.88,2652.72,2651.75,2651.88,820
2026-01-05 05:10:00,2651.88,2652.07,2651.48,2651.84,1389
2026-01-05 05:15:00,2651.84,2652.91,2651.44,2651.97,1925
2026-01-05 05:20:00,2651.97,2652.37,2651.91,2652.01,1513
2026-01-05 05:25:00,2652.01,2652.3,2651.72,2652.03,1465
2026-01-05 05:30:00,2652.03,2652.37,2651.55,2651.92,818
2026-01-05 05:35:00,2651.92,2652.09,2651.45,2651.66,349
2026-01-05 05:40:00,2651.66,2651.84,2651.24,2651.63,896
2026-01-05 05:45:00,2651.63,2651.91,2650.97,2651.53,1962
2026-01-05 05:50:00,2651.53,2651.91,2650.9,2651.45,417
2026-01-05 05:55:00,2651.45,2651.64,2651.03,2651.38,398
2026-01-05 06:00:00,2651.38,2652.52,2651.16,2651.73,1972
2026-01-05 06:05:00,2651.73,2653.04,2651.3,2651.96,588
2026-01-05 06:10:00,2651.96,2652.66,2651.63,2651.98,831
2026-01-05 06:15:00,2651.98,2652.07,2651.73,2651.92,693
2026-01-05 06:20:00,2651.92,2652.11,2651.64,2651.96,1926
2026-01-05 06:25:00,2651.96,2652.26,2650.97,2651.87,1082
2026-01-05 06:30:00,2651.87,2652.29,2651.69,2651.95,292
2026-01-05 06:35:00,2651.95,2652.08,2651.25,2651.8,350
2026-01-05 06:40:00,2651.8,2652.06,2650.94,2651.68,1476
2026-01-05 06:45:00,2651.68,2652.01,2651.33,2651.65,1827
2026-01-05 06:50:00,2651.65,2652.05,2651.58,2651.85,1433
2026-01-05 06:55:00,2651.85,2651.91,2651.55,2651.68,882
2026-01-05 07:00:00,2651.68,2652.02,2651.13,2651.75,486
2026-01-05 07:05:00,2651.75,2651.9,2650.4,2651.66,1714
2026-01-05 07:10:00,2651.66,2652.44,2651.33,2651.78,1203
2026-01-05 07:15:00,2651.78,2652.18,2651.34,2651.75,1579
2026-01-05 07:20:00,2651.75,2652.2,2651.37,2651.88,1986
2026-01-05 07:25:00,2651.88,2652.02,2651.41,2651.87,1803
2026-01-05 07:30:00,2651.87,2652.26,2651.81,2652.07,1183
2026-01-05 07:35:00,2652.07,2653.02,2651.52,2652.18,502
2026-01-05 07:40:00,2652.18,2652.75,2651.87,2652.23,590
2026-01-05 07:45:00,2652.23,2652.5,2652.08,2652.36,1040
2026-01-05 07:50:00,2652.36,2652.46,2651.88,2652.16,1689
2026-01-05 07:55:00,2652.16,2652.42,2652.05,2652.24,1556
2026-01-05 08:00:00,2652.24,2652.44,2651.86,2652.1,1291
2026-01-05 08:05:00,2652.1,2652.47,2651.33,2652.03,1517
2026-01-05 08:10:00,2652.03,2652.55,2651.6,2652.07,771
2026-01-05 08:15:00,2652.07,2652.32,2651.75,2651.97,791
2026-01-05 08:20:00,2651.97,2652.36,2651.15,2651.91,1347
2026-01-05 08:25:00,2651.91,2652.47,2651.81,2652.16,1585
2026-01-05 08:30:00,2652.16,2652.34,2651.53,2651.86,1783
2026-01-05 08:35:00,2651.86,2652.25,2651.52,2651.91,909
